v0,kappa,theta,xi,rho,RMSE,MAE,MAX_ERROR,N_valid_IV,Success,NFEV,Best_start,Best_start_time_seconds,Total_multistart_time_seconds,N_cos,L
0.07352586351593494,7.248541024108982,0.07320152347980623,1.9860361342064372,-0.6530365228053644,0.015562454901218692,0.010243251536991096,0.13068213084352104,398,True,11,2,358.6588804721832,1582.5896499156952,128,10.0
