V0,kappa,theta,nu,rho,H,RMSE,MAE,MAX_ERROR,Success,NFEV,Time_seconds,N_time,N_cos,L
0.07268042820695664,0.8921413298407384,0.07967823626625876,0.6132732271830146,-0.6631580970169537,0.2360295390214657,0.01375996556211586,0.00814919618440147,0.10017639176494819,True,9,1010.8361225128174,80,128,10.0
