Moneyness_zone,K_over_F0_min_observed,K_over_F0_max_observed,N,RMSE_RH,RMSE_Heston,MAE_RH,MAE_Heston,Bias_RH,Bias_Heston,Max_error_RH,Max_error_Heston,Gain_RMSE_RH_pct,Gain_MAE_RH_pct,Winner_RMSE
0.70–0.85,0.7857701393794942,0.7857701393794942,1,0.03303598553959802,0.023821245872577224,0.03303598553959802,0.023821245872577224,-0.03303598553959802,-0.023821245872577224,0.03303598553959802,0.023821245872577224,-38.68286199769557,-38.68286199769557,Heston classique
0.85–0.95,0.8554755549696106,0.9483045679759048,18,0.021377644230139572,0.025644445363863844,0.015079844754318977,0.017210567258837448,-0.004463219214920849,-0.003224616639817882,0.05540447435889617,0.0687883364673994,16.638305384201118,12.380315375278327,Rough Heston
0.95–1.05,0.9505283944106784,1.048014192060513,98,0.01721946920646612,0.015607004567060519,0.0142685162680368,0.012810841997059784,0.00042843084926839914,0.00027270465503098044,0.03833633027168021,0.04236306481250052,-10.331672759350631,-11.378442348376218,Heston classique
1.05–1.15,1.058254945777222,1.1026129375163871,6,0.01929330319400757,0.019821922310910664,0.01842330426926432,0.01904360380550869,0.01842330426926432,0.01904360380550869,0.026322661182721613,0.027533061146063798,2.6668408270984005,3.257259196208111,Rough Heston
