Calendar_days,N_effective_maturities,N_local_total,Skew_Market,Skew_Rough_Heston,Skew_Heston,Abs_Skew_Market,Abs_Skew_Rough_Heston,Abs_Skew_Heston
1,1,7,2.784770036303836,-2.3554801646620973,-1.7408030529771652,2.784770036303836,2.3554801646620973,1.7408030529771652
3,2,12,-0.7742990634894072,-1.444082333303144,-1.4746870659314635,0.7742990634894072,1.444082333303144,1.4746870659314635
7,1,7,-0.5816361023428706,-0.9487535345647877,-1.0764258886994211,0.5816361023428706,0.9487535345647877,1.0764258886994211
15,1,7,-0.7702014300459676,-0.7175395711815684,-0.8009577637593818,0.7702014300459676,0.7175395711815684,0.8009577637593818
31,1,7,-0.7296990502239288,-0.5197933612412425,-0.5265210517579172,0.7296990502239288,0.5197933612412425,0.5265210517579172
