V0,kappa,theta,nu,rho,H,RMSE,MAE,MAX_ERROR,Success,NFEV,Time_seconds,N_time,N_cos,L
0.08517914529504123,3.0322124568303916,0.02050572410326798,0.7024120430050982,-0.3577561902780692,0.136450432326678,0.01817011382437784,0.014742500902443348,0.055404474358896116,True,18,123.05696892738342,80,128,10.0
