T_days,N,N_maturites_effectives,RMSE_Rough_Heston,RMSE_Heston,MAE_Rough_Heston,MAE_Heston,MAX_ERROR_Rough_Heston,MAX_ERROR_Heston,Gain_RMSE_RH_vs_Heston,Gain_RMSE_RH_vs_Heston_pct,Meilleur_modele_RMSE
1,23,1,0.018597082373665502,0.013437008849031064,0.016673636163340177,0.01313570974931529,0.026617792861205636,0.018066111037196186,-0.005160073524634438,-38.40195078093238,Heston classique
3,25,2,0.01953715989249307,0.022293628858810116,0.014730158342773,0.016141315051732736,0.05540447435889617,0.0687883364673994,0.0027564689663170452,12.36437990321943,Rough Heston
7,25,1,0.025548177856139803,0.025021687141464598,0.023770753851113918,0.020948444441804187,0.03899926815877658,0.04423285420848888,-0.0005264907146752054,-2.1041375495528967,Heston classique
15,25,1,0.00799073825918014,0.010493293691870891,0.00612273342019405,0.009073933714327978,0.023368977315356504,0.02300453746523362,0.0025025554326907513,23.84909358469086,Rough Heston
31,25,1,0.014419004046555346,0.012083641520173636,0.012569713555667338,0.009884877625827517,0.03303598553959802,0.027533061146063798,-0.0023353625263817096,-19.326645221002483,Heston classique
