v0,kappa,theta,xi,rho,RMSE,MAE,MAX_ERROR,N_valid_IV,Success,NFEV,Best_start,Best_start_time_seconds,Total_multistart_time_seconds,N_cos,L
0.08187746204656378,49.9999928224808,0.06252722698608673,5.133057489102186,-0.3687280696012352,0.01772258715821304,0.013848256870541158,0.06878833646739935,123,True,12,4,52.905378580093384,233.6203649044037,128,10.0
