Expiration Date,T_days,T,Strike,K_over_S0,Forward,K_over_F0,Option_type,Root,Contract,Market_price,IV_BDD,r_GSW,Discount_factor,IV_market,BS_reconstructed_price,BS_reconstruction_error,IV_BDD_error,IV_Heston,Residual_IV_Heston,Abs_error_IV_Heston
2022-09-20,7,0.0191649555099247,3930,0.998295296219065,3938.608044430406,0.9978144450188235,Put,SPXW,SPXW220920P03930000,46.4,0.2418,0.036541941945302,0.9992999204784726,0.2329753593228473,46.39999999999986,1.3500311979441906e-13,0.0088246406771526,0.24283000801532567,0.009854648692478374,0.009854648692478374
2022-09-20,7,0.0191649555099247,3945,1.002105583609214,3938.608044430406,1.0016228970990482,Call,SPXW,SPXW220920C03945000,47.95,0.237,0.036541941945302,0.9992999204784726,0.2348101571561134,47.94999999998322,1.6783019418653566e-11,0.0021898428438865,0.23821367099182353,0.003403513835710137,0.003403513835710137
2022-09-20,7,0.0191649555099247,3960,1.0059158709993632,3938.608044430406,1.0054313491792726,Call,SPXW,SPXW220920C03960000,40.5,0.2339,0.036541941945302,0.9992999204784726,0.2315632938797517,40.500000000000455,4.547473508864641e-13,0.0023367061202483,0.23440180167458424,0.002838507794832551,0.002838507794832551
2022-09-20,7,0.0191649555099247,3975,1.0097261583895123,3938.608044430406,1.0092398012594972,Call,SPXW,SPXW220920C03975000,33.8,0.231,0.036541941945302,0.9992999204784726,0.2284633377917626,33.799999999999955,4.263256414560601e-14,0.0025366622082373,0.23151059613512887,0.003047258343366277,0.003047258343366277
2022-09-20,7,0.0191649555099247,3995,1.0148065415763778,3938.608044430406,1.0143177373664631,Call,SPXW,SPXW220920C03995000,26.15,0.2279,0.036541941945302,0.9992999204784726,0.22513742034107,26.149999999999864,1.3500311979441906e-13,0.0027625796589299,0.2291907743742931,0.0040533540332231,0.0040533540332231
2022-09-20,7,0.0191649555099247,4010,1.018616828966527,3938.608044430406,1.0181261894466878,Call,SPXW,SPXW220920C04010000,21.25,0.2257,0.036541941945302,0.9992999204784726,0.2227626561558175,21.25,0.0,0.0029373438441824,0.22858978099656027,0.00582712484074277,0.00582712484074277
2022-09-20,7,0.0191649555099247,4025,1.022427116356676,3938.608044430406,1.0219346415269122,Call,SPXW,SPXW220920C04025000,17.1,0.224,0.036541941945302,0.9992999204784726,0.2208691313101342,17.09999999999991,9.237055564881302e-14,0.0031308686898657,0.22888214311005445,0.008013011799920255,0.008013011799920255
2022-09-20,7,0.0191649555099247,4040,1.0262374037468251,3938.608044430406,1.0257430936071368,Call,SPXW,SPXW220920C04040000,13.6,0.2224,0.036541941945302,0.9992999204784726,0.2191954328067123,13.599999999999568,4.316547119742609e-13,0.0032045671932876,0.22994802315461704,0.010752590347904739,0.010752590347904739
2022-09-20,7,0.0191649555099247,4055,1.0300476911369745,3938.608044430406,1.0295515456873612,Call,SPXW,SPXW220920C04055000,10.7,0.2211,0.036541941945302,0.9992999204784726,0.2177981643428942,10.699999999999818,1.8118839761882557e-13,0.0033018356571057,0.23165132075010272,0.013853156407208522,0.013853156407208522
2022-09-20,7,0.0191649555099247,4075,1.0351280743238398,3938.608044430406,1.0346294817943271,Call,SPXW,SPXW220920C04075000,7.7,0.2203,0.036541941945302,0.9992999204784726,0.2167925052556561,7.700000000000728,7.274181257344027e-13,0.0035074947443438,0.2346906652718592,0.01789816001620309,0.01789816001620309
2022-09-20,7,0.0191649555099247,4090,1.038938361713989,3938.608044430406,1.0384379338745515,Call,SPXW,SPXW220920C04090000,5.95,0.2199,0.036541941945302,0.9992999204784726,0.216258688836592,5.9500000000003865,3.8635761256955453e-13,0.0036413111634079,0.237404900779046,0.021146211942454002,0.021146211942454002
2022-09-20,7,0.0191649555099247,4110,1.0440187449008542,3938.608044430406,1.043515869981518,Call,SPXW,SPXW220920C04110000,4.2,0.2201,0.036541941945302,0.9992999204784726,0.2163011700585539,4.199999999993793,6.207478975284175e-12,0.003798829941446,0.2414385533454126,0.02513738328685869,0.02513738328685869
2022-09-28,15,0.0410677618069815,3450,0.8763660997342937,3940.786328360648,0.8754597972418329,Put,SPXW,SPXW220928P03450000,4.2,0.3748,0.0365977324873474,0.9984981419587812,0.3699108902010517,4.200000000018264,1.8263612844293675e-11,0.0048891097989482,0.3806770214353817,0.010766131234329956,0.010766131234329956
2022-09-28,15,0.0410677618069815,3625,0.9208194526193666,3940.786328360648,0.919867178261346,Put,SPXW,SPXW220928P03625000,10.65,0.318,0.0365977324873474,0.9984981419587812,0.3140831368014382,10.649999999999864,1.3677947663381929e-13,0.0039168631985617,0.3263908482646656,0.0123077114632274,0.0123077114632274
2022-09-28,15,0.0410677618069815,3690,0.9373306979766792,3940.786328360648,0.9363613483543082,Put,SPXW,SPXW220928P03690000,15.85,0.3,0.0365977324873474,0.9984981419587812,0.2963733697476687,15.850000000000476,4.778399897986674e-13,0.0036266302523312,0.30538586174550736,0.009012491997838656,0.009012491997838656
2022-09-28,15,0.0410677618069815,3725,0.946221368553694,3940.786328360648,0.9452428245582108,Put,SPXW,SPXW220928P03725000,19.9,0.2917,0.0365977324873474,0.9984981419587812,0.2881271218379863,19.900000000000205,2.0605739337042905e-13,0.0035728781620136,0.29396944403281877,0.005842322194832494,0.005842322194832494
2022-09-28,15,0.0410677618069815,3755,0.9538419433339922,3940.786328360648,0.9528555184472705,Put,SPXW,SPXW220928P03755000,24.200000000000003,0.2848,0.0365977324873474,0.9984981419587812,0.2813114937991278,24.20000000000016,1.5631940186722204e-13,0.0034885062008721,0.2841818051741456,0.002870311375017809,0.002870311375017809
2022-09-28,15,0.0410677618069815,3775,0.9589223265208576,3940.786328360648,0.9579306477066432,Put,SPXW,SPXW220928P03775000,27.65,0.2807,0.0365977324873474,0.9984981419587812,0.277254460469703,27.65000000000009,9.237055564881302e-14,0.0034455395302969,0.2776825658397477,0.00042810537004472904,0.00042810537004472904
