Expiration Date,T_days,T,Strike,K_over_S0,Forward,K_over_F0,Option_type,Root,Contract,Market_price,IV_BDD,r_GSW,Discount_factor,IV_market,BS_reconstructed_price,BS_reconstruction_error,IV_BDD_error,IV_RH,Residual_IV,Abs_error_IV
2023-05-19,248,0.6782454939539129,3700,0.939870889570112,4007.5759789398408,0.9232513667722884,Put,SPX,SPX230519P03700000,197.4,0.2662,0.0377075196511843,0.9747493136084248,0.2644601126692315,197.399999999873,1.2701661944447548e-10,0.0017398873307684,0.2605124833386655,-0.0039476293305659715,0.0039476293305659715
2023-05-19,248,0.6782454939539129,3800,0.9652728055044396,4007.5759789398408,0.9482041064147828,Put,SPX,SPX230519P03800000,228.55,0.2578,0.0377075196511843,0.9747493136084248,0.2561531605479784,228.5500000002041,2.0412471712916158e-10,0.0016468394520215,0.25152533244841163,-0.004627828099566744,0.004627828099566744
2023-05-19,248,0.6782454939539129,3875,0.984324242455185,4007.5759789398408,0.9669186611466536,Put,SPX,SPX230519P03875000,254.25,0.2514,0.0377075196511843,0.9747493136084248,0.2497463183414442,254.2499999999925,7.503331289626658e-12,0.0016536816585558,0.2449307148532706,-0.004815603488173614,0.004815603488173614
2023-05-19,248,0.6782454939539129,3975,1.0097261583895123,4007.5759789398408,0.9918714007891478,Put,SPX,SPX230519P03975000,292.2,0.2431,0.0377075196511843,0.9747493136084248,0.2412113898821744,292.20000000000005,5.684341886080803e-14,0.0018886101178255,0.23638031925113243,-0.0048310706310419615,0.0048310706310419615
2023-05-19,248,0.6782454939539129,4075,1.0351280743238398,4007.5759789398408,1.016824140431642,Call,SPX,SPX230519C04075000,271.2,0.2342,0.0377075196511843,0.9747493136084248,0.2344258904866483,271.1999999999998,1.7053025658242404e-13,0.0002258904866483,0.22818843287860718,-0.006237457608041119,0.006237457608041119
2023-05-19,248,0.6782454939539129,4150,1.054179511274585,4007.5759789398408,1.0355386951635128,Call,SPX,SPX230519C04150000,233.35,0.2279,0.0377075196511843,0.9747493136084248,0.2282051833661278,233.3499999999485,5.147171577846166e-11,0.0003051833661278,0.2223511491218464,-0.005854034244281409,0.005854034244281409
2023-05-19,248,0.6782454939539129,4250,1.0795814272089126,4007.5759789398408,1.060491434806007,Call,SPX,SPX230519C04250000,187.5,0.2198,0.0377075196511843,0.9747493136084248,0.2200528679663257,187.50000000019827,1.9826984498649838e-10,0.0002528679663257,0.215089794218515,-0.004963073747810687,0.004963073747810687
2023-05-19,248,0.6782454939539129,4325,1.098632864159658,4007.5759789398408,1.0792059895378778,Call,SPX,SPX230519C04325000,156.75,0.2138,0.0377075196511843,0.9747493136084248,0.2140895581297422,156.75000000000043,4.547473508864641e-13,0.0002895581297422,0.21011381448291275,-0.003975743646829455,0.003975743646829455
2023-05-19,248,0.6782454939539129,4425,1.1240347800939854,4007.5759789398408,1.104158729180372,Call,SPX,SPX230519C04425000,120.75,0.2061,0.0377075196511843,0.9747493136084248,0.2063896692954395,120.75,0.0,0.0002896692954394,0.20420876766492038,-0.002180901630519122,0.002180901630519122
2023-05-19,248,0.6782454939539129,4500,1.143086217044731,4007.5759789398408,1.1228732839122428,Call,SPX,SPX230519C04500000,97.4,0.2004,0.0377075196511843,0.9747493136084248,0.2007189869381037,97.4000000000035,3.495870259939693e-12,0.0003189869381037,0.20038059654265902,-0.000338390395444671,0.000338390395444671
2023-05-19,248,0.6782454939539129,4600,1.1684881329790584,4007.5759789398408,1.147826023554737,Call,SPX,SPX230519C04600000,71.65,0.1937,0.0377075196511843,0.9747493136084248,0.1939442556178405,71.65000000000032,3.1263880373444413e-13,0.0002442556178405,0.1961228107442706,0.0021785551264300873,0.0021785551264300873
2023-05-19,248,0.6782454939539129,4675,1.187539569929804,4007.5759789398408,1.1665405782866078,Call,SPX,SPX230519C04675000,56.45,0.1897,0.0377075196511843,0.9747493136084248,0.1898905322403716,56.44999999999993,7.105427357601003e-14,0.0001905322403716,0.1935704215567724,0.003679889316400786,0.003679889316400786
