Expiration Date,T_days,T,Strike,K_over_S0,Forward,K_over_F0,Option_type,Root,Contract,Market_price,IV_BDD,r_GSW,Discount_factor,IV_market,BS_reconstructed_price,BS_reconstruction_error,IV_BDD_error,IV_RH__base_80_128_L10,Residual__base_80_128_L10,IV_RH__fine_160_256_L10,Residual__fine_160_256_L10,IV_RH__veryfine_320_512_L10,Residual__veryfine_320_512_L10,IV_RH__fine_160_256_L8,Residual__fine_160_256_L8,IV_RH__fine_160_256_L12,Residual__fine_160_256_L12,Delta_IV__160_256_vs_80_128,Delta_IV__320_512_vs_160_256,Delta_IV__L8_vs_L10_fine,Delta_IV__L12_vs_L10_fine
2022-09-14,1,0.0027378507871321,3945,1.002105583609214,3936.9814263393455,1.002036731391977,Call,SPXW,SPXW220914C03945000,19.950000000000003,0.3293,0.0364992080783356,0.9999000756072076,0.2886534931698506,19.950000000000045,4.263256414560601e-14,0.0406465068301493,0.25863382260814227,-0.030019670561708345,0.259107906372242,-0.029545586797608603,0.2593378909002968,-0.02931560226955382,0.2591079063722555,-0.029545586797595114,0.2591079063722448,-0.029545586797605827,0.00047408376409974196,0.00022998452805478298,1.3489209749195652e-14,2.7755575615628914e-15
2022-09-14,1,0.0027378507871321,3950,1.0033756794059303,3936.9814263393455,1.0033067399235254,Call,SPXW,SPXW220914C03950000,17.6,0.3281,0.0364992080783356,0.9999000756072076,0.2859716672200136,17.599999999997863,2.1387336346379016e-12,0.0421283327799864,0.25579327267010393,-0.03017839454990967,0.2562642183915893,-0.0297074488284243,0.25649269500543087,-0.029478972214582733,0.25626421839159774,-0.02970744882841586,0.25626421839158914,-0.029707448828424465,0.00047094572148537184,0.00022847661384156615,8.43769498715119e-15,-1.6653345369377348e-16
2022-09-14,1,0.0027378507871321,3955,1.004645775202647,3936.9814263393455,1.0045767484550745,Call,SPXW,SPXW220914C03955000,15.45,0.3264,0.0364992080783356,0.9999000756072076,0.2836443763139483,15.450000000000044,4.618527782440651e-14,0.0427556236860517,0.2529691700780979,-0.030675206235850405,0.25343701439194266,-0.030207361922005627,0.25366399713952553,-0.029980379174422755,0.2534370143919516,-0.03020736192199669,0.2534370143919371,-0.030207361922011178,0.00046784431384477854,0.00022698274758287118,8.93729534823251e-15,-5.551115123125783e-15
2022-09-14,1,0.0027378507871321,3960,1.0059158709993632,3936.9814263393455,1.005846756986623,Call,SPXW,SPXW220914C03960000,13.45,0.3243,0.0364992080783356,0.9999000756072076,0.2810408221615121,13.450000000000273,2.7355895326763857e-13,0.0432591778384878,0.25016796058487495,-0.030872861576637156,0.25063273129765273,-0.03040809086385937,0.2508582308343503,-0.03018259132716178,0.25063273129766617,-0.030408090863845938,0.2506327312976622,-0.03040809086384988,0.0004647707127777845,0.00022549953669759315,1.3433698597964394e-14,9.492406860545088e-15
2022-09-14,1,0.0027378507871321,3965,1.0071859667960796,3936.9814263393455,1.007116765518172,Call,SPXW,SPXW220914C03965000,11.6,0.3217,0.0364992080783356,0.9999000756072076,0.2781468758099723,11.599999999999907,9.059419880941277e-14,0.0435531241900276,0.24739686954166362,-0.030750006268308705,0.247858583331788,-0.03028829247818432,0.2480826060140669,-0.03006426979590543,0.24785858333180852,-0.03028829247816381,0.24785858333180028,-0.030288292478172052,0.00046171379012438507,0.00022402268227889044,2.0511370379949767e-14,1.226796442210798e-14
2022-09-14,1,0.0027378507871321,3970,1.008456062592796,3936.9814263393455,1.0083867740497203,Call,SPXW,SPXW220914C03970000,10.0,0.3205,0.0364992080783356,0.9999000756072076,0.2763855256079504,10.0,0.0,0.0441144743920496,0.24466389514944514,-0.031721630458505234,0.24512255530393445,-0.031262970304015925,0.24534510230278792,-0.031040423305162462,0.24512255530394841,-0.031262970304001964,0.2451225553039368,-0.031262970304013565,0.00045866015448930986,0.0002225469988534623,1.3961054534661343e-14,2.3592239273284576e-15
2022-09-14,1,0.0027378507871321,3975,1.0097261583895123,3936.9814263393455,1.0096567825812692,Call,SPXW,SPXW220914C03975000,8.65,0.3208,0.0364992080783356,0.9999000756072076,0.27600425662037,8.649999999993838,6.162181875879469e-12,0.0447957433796299,0.24197776491690487,-0.03402649170346511,0.24243335932053386,-0.03357089729983612,0.24265442584361982,-0.03334983077675016,0.24243335932054047,-0.03357089729982951,0.24243335932053423,-0.033570897299835756,0.00045559440362899495,0.00022106652308595542,6.6058269965196814e-15,3.608224830031759e-16
2022-09-14,1,0.0027378507871321,3980,1.0109962541862287,3936.9814263393455,1.010926791112818,Call,SPXW,SPXW220914C03980000,7.3,0.3183,0.0364992080783356,0.9999000756072076,0.2733442731243656,7.299999999999727,2.7267077484793845e-13,0.0449557268756343,0.23934784668399245,-0.03399642644037315,0.23980034632375344,-0.03354392680061216,0.24001992105799713,-0.03332435206636847,0.2398003463237767,-0.0335439268005889,0.23980034632375466,-0.03354392680061094,0.0004524996397609893,0.00021957473424369378,2.325917236589703e-14,1.2212453270876722e-15
2022-09-14,1,0.0027378507871321,3985,1.0122663499829452,3936.9814263393455,1.0121967996443668,Call,SPXW,SPXW220914C03985000,6.15,0.3168,0.0364992080783356,0.9999000756072076,0.2715009371584985,6.149999999999977,2.3092638912203256e-14,0.0452990628415014,0.23678400733846938,-0.03471692982002911,0.2372333656258697,-0.0342675715326288,0.23745143052729564,-0.03404950663120285,0.2372333656258811,-0.03426757153261739,0.23723336562587213,-0.034267571532626356,0.0004493582874003088,0.0002180649014259517,1.1407541578023483e-14,2.4424906541753444e-15
2022-09-14,1,0.0027378507871321,3990,1.0135364457796614,3936.9814263393455,1.0134668081759155,Call,SPXW,SPXW220914C03990000,5.15,0.3155,0.0364992080783356,0.9999000756072076,0.2698860673591935,5.150000000000205,2.042810365310288e-13,0.0456139326408064,0.23429641597411746,-0.035589651385076054,0.23474256921147355,-0.03514349814771997,0.23495909977141624,-0.034926967587777275,0.23474256921148845,-0.035143498147705066,0.23474256921146908,-0.03514349814772444,0.0004461532373560839,0.00021653055994269588,1.4904744105592727e-14,-4.468647674116255e-15
2022-09-16,3,0.007472051106548,3845,0.9767036676748868,3937.4495750257634,0.9765204421633366,Put,SPX,SPX220916P03845000,9.15,0.3146,0.0365116026519631,0.9997272206500564,0.2921671571131902,9.14999999999975,2.504663143554353e-13,0.0224328428868097,0.2996890818809139,0.007521924767723731,0.3001951347860298,0.008027977672839637,0.30044021366402085,0.00827305655083066,0.3001951347860298,0.008027977672839637,0.3001951347860298,0.008027977672839637,0.0005060529051159057,0.0002450788779910229,0.0,0.0
2022-09-16,3,0.007472051106548,3885,0.9868644340486176,3937.4495750257634,0.9866793024199122,Put,SPX,SPX220916P03885000,16.55,0.2966,0.0365116026519631,0.9997272206500564,0.2744661898658987,16.550000000033606,3.360511868777394e-11,0.0221338101341012,0.2828287295397059,0.008362539673807179,0.2833129058182318,0.008846715952333106,0.2835477096496186,0.009081519783719905,0.2833129058182318,0.008846715952333106,0.283312905818241,0.008846715952342266,0.00048417627852592737,0.0002348038313867984,0.0,9.159339953157541e-15
2022-09-16,3,0.007472051106548,3925,0.9970252004223488,3937.4495750257634,0.9968381626764878,Put,SPX,SPX220916P03925000,29.2,0.2814,0.0365116026519631,0.9997272206500564,0.2587813690153562,29.199999999999815,1.8118839761882557e-13,0.0226186309846437,0.2654748808008573,0.006693511785501094,0.2659390225907649,0.007157653575408707,0.2661642368840382,0.007382867868681975,0.2659390225907731,0.007157653575416922,0.26593902259077873,0.007157653575422529,0.0004641417899076128,0.00022521429327326814,8.215650382226158e-15,1.3822276656583199e-14
2022-09-16,3,0.007472051106548,3965,1.0071859667960796,3937.4495750257634,1.0069970229330636,Call,SPX,SPX220916C03965000,23.2,0.2696,0.0365116026519631,0.9997272206500564,0.258951855253997,23.200000000000045,4.618527782440651e-14,0.0106481447460029,0.24814090191307045,-0.010810953340926549,0.24858706404650746,-0.010364791207489538,0.2488034949498786,-0.010148360304118392,0.24858706404651176,-0.010364791207485236,0.24858706404650724,-0.01036479120748976,0.0004461621334370114,0.00021643090337114534,4.3021142204224816e-15,-2.220446049250313e-16
